cccm_site_id,site_name,alternative_names,region,district,catchment,latitude,longitude,households,individuals,record_status
CCCM-SO2302-0001,Awgeedi,,Lower Shabelle,Afgooye,,2.0910055,45.1680952,190,1140,
CCCM-SO2302-0002,Ayaanle,,Lower Shabelle,Afgooye,,2.1559869,45.1183951,154,924,
CCCM-SO2302-0004,Badqawe,,Lower Shabelle,Afgooye,,2.08656,45.201601,200,1080,
CCCM-SO2302-0007,Beesaani,,Lower Shabelle,Afgooye,,2.1098194,45.1546211,149,894,
CCCM-SO2302-0073,Beylood,,Lower Shabelle,Afgooye,,2.077301,45.217151,118,708,
CCCM-SO2302-0009,Biyooley,,Lower Shabelle,Afgooye,,2.078344,45.217859,170,1020,
CCCM-SO2302-0058,Buundo 3,,Lower Shabelle,Afgooye,,2.08656,45.201601,360,2160,
CCCM-SO2302-0011,Caadii,,Lower Shabelle,Afgooye,,2.077485,45.217162,80,480,
CCCM-SO2302-0012,Ceeryaamo,,Lower Shabelle,Afgooye,,2.087625,45.203268,137,822,
CCCM-SO2302-0061,Dhag Wariiri,,Lower Shabelle,Afgooye,,2.0915367,45.17649,110,660,
CCCM-SO2302-0013,Dheen,,Lower Shabelle,Afgooye,,2.145,45.119325,152,912,
CCCM-SO2302-0015,Dhuumodle,,Lower Shabelle,Afgooye,,2.08656,45.201601,110,660,
CCCM-SO2302-0078,Doxa 2,,Lower Shabelle,Afgooye,,2.08656,45.201601,350,2100,
CCCM-SO2302-0030,Eylo 1,,Lower Shabelle,Afgooye,,2.078576,45.217515,85,510,
CCCM-SO2302-0022,Fariid,,Lower Shabelle,Afgooye,,2.1107947,45.1550635,188,1128,
CCCM-SO2302-0023,Fulay Ley,,Lower Shabelle,Afgooye,,2.1115636,45.1542478,170,1020,
CCCM-SO2302-0032,Golweyn Ceelisha,,Lower Shabelle,Afgooye,,2.08656,45.201601,50,300,
CCCM-SO2302-0080,Gosha Iyo Gindiga,,Lower Shabelle,Afgooye,,2.08656,45.201601,190,1140,
CCCM-SO2302-0027,Intifaac,,Lower Shabelle,Afgooye,,2.085258,45.201622,193,1158,
CCCM-SO2302-0066,Janaale (Afgoye),,Lower Shabelle,Afgooye,,2.0910031,45.1773966,80,480,
CCCM-SO2302-0067,Jeebeey,,Lower Shabelle,Afgooye,,2.08656,45.201601,82,492,
CCCM-SO2302-0028,Jiidane,,Lower Shabelle,Afgooye,,2.1069877,45.1646376,65,390,
CCCM-SO2302-0038,Kuusow,,Lower Shabelle,Afgooye,,2.08656,45.201601,210,1260,
CCCM-SO2302-0034,Qalbi Saliin,,Lower Shabelle,Afgooye,,2.1125685,45.1537766,130,780,
CCCM-SO2302-0043,Qodqodow,,Lower Shabelle,Afgooye,,2.153933,45.1194211,265,1590,
CCCM-SO2302-0035,Qoraar,,Lower Shabelle,Afgooye,,2.155809,45.1181721,105,630,
CCCM-SO2302-0039,Xafiid,,Lower Shabelle,Afgooye,,2.07724,45.217649,225,1350,
CCCM-SO2802-0025,Abaq,,Lower Juba,Afmadow,,0.523129,42.093184,320,1920,
CCCM-SO2802-0026,Airport,,Lower Juba,Afmadow,,0.5233591,42.0942814,361,2166,
CCCM-SO2802-0018,Arbow,,Lower Juba,Afmadow,,0.4177955,41.02312,300,1800,
CCCM-SO2802-0009,Awaqbanboow,,Lower Juba,Afmadow,,0.5220575,42.0810868,487,2922,
CCCM-SO2802-0027,Bari,,Lower Juba,Afmadow,,0.5213528,42.0960293,1365,8190,
CCCM-SO2802-0038,Barwaqo,,Lower Juba,Afmadow,,0.4203052,41.002922,265,1590,
CCCM-SO2802-0028,Bilisaa,,Lower Juba,Afmadow,,0.5257476,42.0904938,550,3300,
CCCM-SO2802-0029,Buale,,Lower Juba,Afmadow,,0.5209517,42.0814317,86,516,
CCCM-SO2802-0003,Bulada Dirisamaha,,Lower Juba,Afmadow,,0.5306506,42.0866486,320,1920,
CCCM-SO2802-0004,Cameroon,,Lower Juba,Afmadow,,0.5266462,42.0817547,560,3360,
CCCM-SO2802-0019,Comp Qorax,,Lower Juba,Afmadow,,0.4237575,41.0135175,705,4230,
CCCM-SO2802-0020,Danwadaag,,Lower Juba,Afmadow,,0.3961736,41.0029433,3921,23526,
CCCM-SO2802-0039,Daryel,,Lower Juba,Afmadow,,0.3982267,41.0233217,595,3570,
CCCM-SO2802-0046,Garasgacanlow,,Lower Juba,Afmadow,,0.5102603,42.0568739,372,2232,
CCCM-SO2802-0033,Hagar,,Lower Juba,Afmadow,,0.3973216,41.012756,755,4530,
CCCM-SO2802-0034,Hawina,,Lower Juba,Afmadow,,0.3893364,41.0135866,400,2400,
CCCM-SO2802-0040,Hiraan,,Lower Juba,Afmadow,,0.521235,42.0940083,367,2206,
CCCM-SO2802-0035,Hodan,,Lower Juba,Afmadow,,0.4181653,40.9979822,820,4920,
CCCM-SO2802-0041,Jimo,,Lower Juba,Afmadow,,0.4081552,41.02565,690,4140,
CCCM-SO2802-0047,Jirole,,Lower Juba,Afmadow,,0.3960813,41.0146803,458,2748,
CCCM-SO2802-0042,Kaafi,,Lower Juba,Afmadow,,0.416837,41.010853,275,1650,
CCCM-SO2802-0030,Kaxda Nabada,,Lower Juba,Afmadow,,0.5208069,42.0805535,96,576,
CCCM-SO2802-0023,Mowlid Laqay,,Lower Juba,Afmadow,,0.4061407,41.0276586,510,3060,
CCCM-SO2802-0043,Othogoye,,Lower Juba,Afmadow,,0.5147031,42.081915,220,1320,
CCCM-SO2802-0048,Qaliwile,,Lower Juba,Afmadow,,0.5219217,42.0833174,292,1752,
CCCM-SO2802-0044,Sakow,,Lower Juba,Afmadow,,0.520796,42.0919718,260,1560,
CCCM-SO2802-0031,Soya,,Lower Juba,Afmadow,,0.5211807,42.0933482,478,2868,
CCCM-SO2802-0045,Tawakal,,Lower Juba,Afmadow,,0.3945666,41.0062152,791,4746,
CCCM-SO2802-0037,Wadajir,,Lower Juba,Afmadow,,0.5102095,41.013237,2349,14094,
CCCM-SO2802-0032,Yaaq,,Lower Juba,Afmadow,,0.5247142,42.087114,368,2208,
CCCM-SO2602-0004,Al Aamin,,Gedo,Baardheere,,2.3584129,42.2692215,500,3000,
CCCM-SO2602-0005,Albaraka,,Gedo,Baardheere,,2.3525469,42.3020263,190,1140,
CCCM-SO2602-0113,Baaleey,,Gedo,Baardheere,,2.3260234,42.2948406,70,420,
CCCM-SO2602-0100,Badbaado,,Gedo,Baardheere,,2.3540704,42.27786,430,2580,
CCCM-SO2602-0101,Bakal,,Gedo,Baardheere,,2.3521424,42.266378,430,2580,
CCCM-SO2602-0132,Bandar,,Gedo,Baardheere,,2.31268,42.2767284,68,408,
CCCM-SO2602-0027,Barkulan,,Gedo,Baardheere,,2.3552964,42.2735498,148,888,
CCCM-SO2602-0114,Barwaaqo,,Gedo,Baardheere,,2.3213187,42.2733856,65,390,
CCCM-SO2602-0149,Biroole,,Gedo,Baardheere,,2.3697443,42.2779563,178,1068,
CCCM-SO2602-0006,Bula Esan Centre,,Gedo,Baardheere,,2.3562828,42.286579,201,1206,
CCCM-SO2602-0008,Bulo Geedi,,Gedo,Baardheere,,2.3201208,42.2771137,100,600,
CCCM-SO2602-0148,Camp Arfaad,,Gedo,Baardheere,,2.3482462,42.2970662,55,330,
CCCM-SO2602-0102,Central,,Gedo,Baardheere,,2.3375093,42.2721199,150,900,
CCCM-SO2602-0138,Daaru Salam,,Gedo,Baardheere,,2.3486668,42.2649157,280,1680,
CCCM-SO2602-0103,Danyar,,Gedo,Baardheere,,2.3088275,42.2826637,50,300,
CCCM-SO2602-0117,Dulmidiid,,Gedo,Baardheere,,2.33633,42.2995659,90,180,
CCCM-SO2602-0104,Fulayley,,Gedo,Baardheere,,2.3249322,42.2910983,200,400,
CCCM-SO2602-0013,Gadude,,Gedo,Baardheere,,2.3468011,42.3005415,317,1902,
CCCM-SO2602-0151,Galbed,,Gedo,Baardheere,,2.3540986,42.3009562,50,300,
CCCM-SO2602-0014,Garasley,,Gedo,Baardheere,,2.3279373,42.2933121,300,1800,
CCCM-SO2602-0118,Gargaar,,Gedo,Baardheere,,2.3508101,42.2956853,108,648,
CCCM-SO2602-0015,Guled,,Gedo,Baardheere,,2.3214709,42.2881052,110,660,
CCCM-SO2602-0135,Guul Wade,,Gedo,Baardheere,,2.3454627,42.2665138,345,1884,
CCCM-SO2602-0003,Habaal Adey,,Gedo,Baardheere,,2.3319924,42.3000076,1400,8400,
CCCM-SO2602-0119,Hayan,,Gedo,Baardheere,,2.3288767,42.2944959,120,720,
CCCM-SO2602-0136,Hogal,,Gedo,Baardheere,,2.3330932,42.2935202,70,420,
CCCM-SO2602-0017,Horseed,,Gedo,Baardheere,,2.3399755,42.2722363,370,2220,
CCCM-SO2602-0121,Horyaal,,Gedo,Baardheere,,2.3502554,42.298448,53,318,
CCCM-SO2602-0024,Iftin,,Gedo,Baardheere,,2.347768,42.3070327,2672,16032,
CCCM-SO2602-0105,Ileys,,Gedo,Baardheere,,2.3210678,42.2751022,60,360,
CCCM-SO2602-0147,Iljini,,Gedo,Baardheere,,2.3468941,42.2967977,54,324,
CCCM-SO2602-0123,Jameca,,Gedo,Baardheere,,2.3527312,42.3051819,52,312,
CCCM-SO2602-0002,Jirih,,Gedo,Baardheere,,2.3591359,42.2760024,373,2238,
CCCM-SO2602-0106,Juba,,Gedo,Baardheere,,2.3208957,42.2758018,100,600,
CCCM-SO2602-0124,Juba Baraawa,,Gedo,Baardheere,,2.3155949,42.2741323,100,600,
CCCM-SO2602-0125,Kastuumis,,Gedo,Baardheere,,2.3497176,42.2991319,55,330,
CCCM-SO2602-0018,Kaydsaney,,Gedo,Baardheere,,2.323092,42.2836621,70,420,
CCCM-SO2602-0108,Kulan,,Gedo,Baardheere,,2.3284401,42.2963508,400,2400,
CCCM-SO2602-0019,Kulimye Centre,,Gedo,Baardheere,,2.3260939,42.2981932,150,900,
CCCM-SO2602-0150,Labiiley,,Gedo,Baardheere,,2.3234198,42.276497,100,600,
CCCM-SO2602-0020,Liban,,Gedo,Baardheere,,2.3249421,42.2890607,300,600,
CCCM-SO2602-0035,Madina,,Gedo,Baardheere,,2.3441632,42.2706439,380,2280,
CCCM-SO2602-0021,Man Deeq,,Gedo,Baardheere,,2.3601225,42.2731368,684,4104,
CCCM-SO2602-0110,Muruqmaal,,Gedo,Baardheere,,2.3080911,42.2800455,85,510,
CCCM-SO2602-0111,Najax,,Gedo,Baardheere,,2.3439476,42.2665611,380,2280,
CCCM-SO2602-0137,Nashad,,Gedo,Baardheere,,2.3235891,42.2894209,100,200,
CCCM-SO2602-0134,Bulsho,,Gedo,Baardheere,,2.3445316,42.3040999,216,1296,
CCCM-SO2602-0010,Returnees,,Gedo,Baardheere,,2.3161923,42.2802697,60,360,
CCCM-SO2602-0128,Shabeel,,Gedo,Baardheere,,2.3436315,42.301153,130,780,
CCCM-SO2602-0022,Tawakal,,Gedo,Baardheere,,2.3558475,42.2733149,97,582,
CCCM-SO2602-0023,Towfiq,,Gedo,Baardheere,,2.3682168,42.2772806,95,570,
CCCM-SO2602-0129,Tuwerey,,Gedo,Baardheere,,2.3441834,42.3027136,85,510,
CCCM-SO2602-0011,Waabari,,Gedo,Baardheere,,2.3553969,42.2962096,96,576,
CCCM-SO2602-0130,Wardher,,Gedo,Baardheere,,2.3347213,42.2944901,90,540,
CCCM-SO2602-0112,Warsan,,Gedo,Baardheere,,2.3134717,42.2776083,116,696,
CCCM-SO2602-0139,Yamaarugley,,Gedo,Baardheere,,2.3614605,42.2864471,117,702,
CCCM-SO2401-0001,11-Janaay-1,,Bay,Baidoa,Baidoa · CA04,3.0929506,43.6349327,182,587,
CCCM-SO2401-0002,11-Janaay-2,,Bay,Baidoa,Baidoa · CA02,3.0918301,43.6230441,135,810,
CCCM-SO2401-0708,9 Mundul,,Bay,Baidoa,Baidoa · CA07,3.144875,43.6301948,149,733,
CCCM-SO2401-0911,Aamanow,,Bay,Baidoa,Baidoa · CA01,3.0848389,43.6234557,56,214,
CCCM-SO2401-0944,Aamin Baale,,Bay,Baidoa,Baidoa · CA17,3.10185125,43.65753561,12,42,
CCCM-SO2401-0813,Aanoley,,Bay,Baidoa,Baidoa · CA02,3.0882153,43.6248578,168,1008,
CCCM-SO2401-0878,Aashow,,Bay,Baidoa,Baidoa · CA13,3.141616766666667,43.66740037878787,33,93,
CCCM-SO2401-0644,Aawjiko,,Bay,Baidoa,Baidoa · CA01,3.0845633,43.62958,72,289,
CCCM-SO2401-0011,Abag Bedey,,Bay,Baidoa,Baidoa · CA01,3.07357228,43.61548894,105,379,
CCCM-SO2401-0945,Abag Dheere,,Bay,Baidoa,Baidoa · CA01,3.08335943,43.63057015,33,126,
CCCM-SO2401-0946,Abag Dheere Deerey,,Bay,Baidoa,Baidoa · CA05,3.0943348,43.62682832,122,401,
CCCM-SO2401-1320,Abag Gaduud,,Bay,Baidoa,,3.2221596,43.2027333,109,763,
CCCM-SO2401-0005,Abag Haluul,,Bay,Baidoa,Baidoa · CA07,3.134112472,43.62772479,188,900,
CCCM-SO2401-0814,Abag Neebsoy,,Bay,Baidoa,Baidoa · CA02,3.08928,43.6233821,185,1110,
CCCM-SO2401-0947,Abag Sangaduud,,Bay,Baidoa,Baidoa · CA09,3.14131813,43.663376395,102,443,
CCCM-SO2401-0948,Abag Tumaal,,Bay,Baidoa,Baidoa · CA05,3.09194708,43.62793493,68,368,
CCCM-SO2401-0007,Abal 3,,Bay,Baidoa,Baidoa · CA15,3.1291805,43.6725615,108,479,
CCCM-SO2401-0009,Abal-1,,Bay,Baidoa,Baidoa · CA09,3.143243,43.6603099,63,264,
CCCM-SO2401-0010,Abal-5,,Bay,Baidoa,Baidoa · CA11,3.1535008,43.6763885,123,537,
CCCM-SO2401-0879,Abaq Dheere,,Bay,Baidoa,Baidoa · CA09,3.1406818,43.6613684,110,425,
CCCM-SO2401-0599,Abduruk,,Bay,Baidoa,Baidoa · CA01,3.08429348,43.61885865,130,554,
CCCM-SO2401-0949,Abduruk Diinsoor,,Bay,Baidoa,Baidoa · CA05,3.09735284,43.63448797,30,166,
CCCM-SO2401-0950,Abduruk diinsor,,Bay,Baidoa,Baidoa · CA04,3.09321973,43.63594717,28,158,
CCCM-SO2401-0012,Aboore,,Bay,Baidoa,Baidoa · CA06,3.1153022,43.6327545,100,439,
CCCM-SO2401-0013,Abow Doyow,,Bay,Baidoa,Baidoa · CA01,3.0853162,43.6249607,80,296,
CCCM-SO2401-0695,Aburow,,Bay,Baidoa,,3.2120624,43.1908581,269,1883,
CCCM-SO2401-0014,Abuurow,,Bay,Baidoa,Baidoa · CA12,3.1415928,43.6733174,107,508,
CCCM-SO2401-0709,Adaayimow,,Bay,Baidoa,Baidoa · CA07,3.1383194,43.6339987,108,537,
CCCM-SO2401-0588,Adable Ade,,Bay,Baidoa,Baidoa · CA14,3.134905966,43.67717994,165,990,
CCCM-SO2401-0696,Adable Gunre,,Bay,Baidoa,,3.206403,43.2042718,228,1596,
CCCM-SO2401-1662,Adable Oomane,,Bay,Baidoa,Baidoa · CA17,3.1023789,43.6618356,46,208,
CCCM-SO2401-0912,Adable Weyne,,Bay,Baidoa,Baidoa · CA01,3.0808586,43.6204961,33,141,
CCCM-SO2401-0913,Adadle Cade,,Bay,Baidoa,Baidoa · CA17,3.1012887,43.6615386,64,239,
CCCM-SO2401-0815,Adan Goley,,Bay,Baidoa,Baidoa · CA07,3.1372821,43.636617,155,930,
CCCM-SO2401-0951,Adan Yare,,Bay,Baidoa,Baidoa · CA01,3.0795767,43.620024,51,183,
CCCM-SO2401-0017,Adc Kulan Yare,,Bay,Baidoa,Baidoa · CA04,3.0949827,43.6398174,241,1270,
CCCM-SO2401-0018,Adc-1,,Bay,Baidoa,Baidoa · CA01,3.0727282,43.6176266,243,967,
CCCM-SO2401-0019,Adc-2,,Bay,Baidoa,Baidoa · CA04,3.0951847,43.6375593,122,592,
CCCM-SO2401-0021,Adc-3,,Bay,Baidoa,Baidoa · CA04,3.0895917,43.6379206,95,443,
CCCM-SO2401-0022,Adc-4,,Bay,Baidoa,Baidoa · CA04,3.0959559,43.6397577,120,651,
CCCM-SO2401-0023,Adc-5,,Bay,Baidoa,Baidoa · CA05,3.0937443,43.6275835,88,474,
CCCM-SO2401-0024,Adii Garaar,,Bay,Baidoa,Baidoa · CA13,3.1416618,43.6673313,34,96,
CCCM-SO2401-0952,Afar Waab Dhoobey,,Bay,Baidoa,Baidoa · CA17,3.103301658470549,43.66392435220615,33,135,
CCCM-SO2401-0953,Afdhawey diinsoor,,Bay,Baidoa,Baidoa · CA05,3.0947769,43.62654671,45,236,
CCCM-SO2401-0954,Afdumi,,Bay,Baidoa,Baidoa · CA09,3.14123393,43.6631479,65,219,
CCCM-SO2401-0025,Afmadow,,Bay,Baidoa,Baidoa · CA02,3.0906634,43.6263622,145,870,
CCCM-SO2401-0026,Afmadow,,Bay,Baidoa,Baidoa · CA02,3.0943117,43.6241837,43,143,
CCCM-SO2401-0589,Afugmiirow,,Bay,Baidoa,Baidoa · CA15,3.1282283,43.6776878,318,1908,
CCCM-SO2401-0955,Agaarow,,Bay,Baidoa,Baidoa · CA12,3.14802464,43.67083232,81,340,
CCCM-SO2401-0028,Al Aamin,,Bay,Baidoa,,3.2092186,43.191821,151,1057,
CCCM-SO2401-0956,Al Furqaan 1,,Bay,Baidoa,Baidoa · CA03,3.08975497,43.63035003,30,124,
CCCM-SO2401-0957,Al Jaziira,,Bay,Baidoa,Baidoa · CA04,3.098066,43.63914394,113,566,
CCCM-SO2401-0029,Al Qaras,,Bay,Baidoa,Baidoa · CA05,3.0928718,43.6275682,114,669,
CCCM-SO2401-0958,Al Rahman,,Bay,Baidoa,Baidoa · CA03,3.09075561,43.63034549,37,121,
CCCM-SO2401-0959,Alaf Sooy,,Bay,Baidoa,Baidoa · CA01,3.08552244,43.62889596,116,478,
CCCM-SO2401-0030,Al-Baraka,,Bay,Baidoa,Baidoa · CA06,3.1140239,43.6346165,129,566,
CCCM-SO2401-0031,Al-Baraka 2,,Bay,Baidoa,Baidoa · CA05,3.0919785,43.6289457,92,507,
CCCM-SO2401-0914,Alfatax,,Bay,Baidoa,Baidoa · CA01,3.0858289,43.624692,86,348,
CCCM-SO2401-0033,Al-Furqan-2,,Bay,Baidoa,Baidoa · CA06,3.11674,43.6345419,314,1399,
CCCM-SO2401-0034,Al-Furqan-3,,Bay,Baidoa,Baidoa · CA06,3.1173151,43.6274221,191,886,
CCCM-SO2401-0960,Ali Bilaan,,Bay,Baidoa,Baidoa · CA01,3.0813582,43.62081038,21,97,
CCCM-SO2401-0035,Ali Gaale,,Bay,Baidoa,Baidoa · CA03,3.0882135,43.6318152,55,216,
CCCM-SO2401-0961,Ali Guble,,Bay,Baidoa,Baidoa · CA12,3.14519841,43.67083248,42,157,
CCCM-SO2401-0962,Aliyow Dhuubow,,Bay,Baidoa,Baidoa · CA12,3.14390601,43.67605986,88,392,
CCCM-SO2401-0036,Aliyow Keerow,,Bay,Baidoa,Baidoa · CA11,3.1568908,43.6788622,93,373,
CCCM-SO2401-0039,All Xamdu,,Bay,Baidoa,,3.2068801,43.2023844,163,1141,
CCCM-SO2401-0816,Alla Aaamin Indhoolayaasha,,Bay,Baidoa,Baidoa · CA02,3.0926658,43.6227495,164,984,
CCCM-SO2401-0041,Alla Magan,,Bay,Baidoa,Baidoa · CA09,3.1346269,43.6579253,97,427,
CCCM-SO2401-0817,Alla Qadari,,Bay,Baidoa,Baidoa · CA02,3.0890526,43.6224309,196,1176,
CCCM-SO2401-1278,Alla Suge-1,,Bay,Baidoa,Baidoa · CA10,3.14884151969697,43.65865657727275,66,265,
CCCM-SO2401-0044,Alla Tuug,,Bay,Baidoa,Baidoa · CA04,3.1008346,43.6446602,210,1004,
CCCM-SO2401-0045,Alla-Amin,,Bay,Baidoa,Baidoa · CA12,3.1404787,43.6715468,89,392,
CCCM-SO2401-0046,Allah Umaqan,,Bay,Baidoa,Baidoa · CA12,3.1381603,43.6753063,93,389,
CCCM-SO2401-0047,Allah Weyn,,Bay,Baidoa,Baidoa · CA12,3.1452749,43.6671766,83,356,
CCCM-SO2401-0048,Alle Qabe,,Bay,Baidoa,Baidoa · CA10,3.1496091,43.6674317,109,455,
CCCM-SO2401-0963,Alle Suge-2,,Bay,Baidoa,Baidoa · CA06,3.11449906,43.62537873,97,428,
CCCM-SO2401-0818,Amiin Alle,,Bay,Baidoa,Baidoa · CA08,3.1440665,43.6369048,120,720,
CCCM-SO2401-0050,Amin Robow,,Bay,Baidoa,Baidoa · CA09,3.1454017,43.6579658,93,393,
CCCM-SO2401-0051,Anole,,Bay,Baidoa,Baidoa · CA10,3.15196961641791,43.66672841044774,68,329,
CCCM-SO2401-0697,Araan,,Bay,Baidoa,,3.213826,43.18813,188,1316,
CCCM-SO2401-0964,Araay,,Bay,Baidoa,Baidoa · CA01,3.08173075,43.61985024,60,259,
CCCM-SO2401-0880,Aroos Odey,,Bay,Baidoa,Baidoa · CA09,3.1363879,43.660812,55,236,
CCCM-SO2401-0819,Arooswiini,,Bay,Baidoa,Baidoa · CA02,3.0879413,43.6246259,160,960,
CCCM-SO2401-0881,Asha Gaba,,Bay,Baidoa,Baidoa · CA08,3.1377289,43.64594,164,984,
CCCM-SO2401-0053,Asha Ki Dhali,,Bay,Baidoa,Baidoa · CA17,3.1024635,43.6592742,101,416,
CCCM-SO2401-0965,Ashagow-1,,Bay,Baidoa,Baidoa · CA04,3.0979371,43.6362641,77,343,
CCCM-SO2401-0054,Asharow Jawari,,Bay,Baidoa,Baidoa · CA16,3.1065846,43.6771411,110,471,
CCCM-SO2401-0055,Asho Gabo 2,,Bay,Baidoa,Baidoa · CA08,3.1404915,43.6390799,182,1092,
CCCM-SO2401-1279,Awal Barwaqo,,Bay,Baidoa,Baidoa · CA13,3.138300775675675,43.66911879324327,148,613,
CCCM-SO2401-0057,Awal Qaasim,,Bay,Baidoa,Baidoa · CA17,3.1025747,43.6576516,43,155,
CCCM-SO2401-0772,Awdinle,,Bay,Baidoa,,3.22074,43.1893771,130,910,
CCCM-SO2401-0966,Awey  Mursal,,Bay,Baidoa,Baidoa · CA09,3.14065178,43.66351491,65,229,
CCCM-SO2401-0967,Awharta Dherow,,Bay,Baidoa,Baidoa · CA17,3.11078263,43.65359378,43,186,
CCCM-SO2401-0968,Awhiiray,,Bay,Baidoa,Baidoa · CA16,3.1039946,43.6654225,113,416,
CCCM-SO2401-0058,Awo Asharo-1,,Bay,Baidoa,Baidoa · CA17,3.1039711,43.6613766,204,844,
CCCM-SO2401-1280,Awoodimow,,Bay,Baidoa,Baidoa · CA13,3.141473060869566,43.66854364347824,46,193,
CCCM-SO2401-0061,Awsiine,,Bay,Baidoa,Baidoa · CA12,3.1383107,43.6755363,98,433,
CCCM-SO2401-0969,Ayan Badan,,Bay,Baidoa,Baidoa · CA09,3.14240494,43.6617769,83,369,
CCCM-SO2401-0821,Baabsalaami,,Bay,Baidoa,Baidoa · CA02,3.0922495,43.623424,115,690,
CCCM-SO2401-0698,Baagay,,Bay,Baidoa,,3.2210397,43.2052797,164,1148,
CCCM-SO2401-0970,Baaley Doori,,Bay,Baidoa,Baidoa · CA12,3.14694757,43.66955428,69,285,
CCCM-SO2401-0971,Baar badan,,Bay,Baidoa,Baidoa · CA04,3.09011462,43.63763666,76,409,
CCCM-SO2401-0972,Baar Dheere,,Bay,Baidoa,Baidoa · CA01,3.0849554,43.62284411,90,335,
CCCM-SO2401-0064,Baarsaare,,Bay,Baidoa,Baidoa · CA03,3.0899485,43.627975,88,283,
CCCM-SO2401-0065,Baaruud Xaanshi,,Bay,Baidoa,Baidoa · CA17,3.1021589,43.6582162,132,576,
CCCM-SO2401-0710,Baas Ma'Arke,,Bay,Baidoa,Baidoa · CA05,3.0989467,43.634436,69,373,
CCCM-SO2401-0973,Badanbadey2,,Bay,Baidoa,Baidoa · CA07,3.142649672,43.63098135,111,533,
CCCM-SO2401-0699,Badbaado,,Bay,Baidoa,,3.218272,43.1938769,189,1323,
CCCM-SO2401-0068,Badbaado,,Bay,Baidoa,Baidoa · CA04,3.0930733,43.6356567,125,693,
CCCM-SO2401-0974,Bakal  Hassan Hiyad,,Bay,Baidoa,Baidoa · CA17,3.101947778,43.65931779,29,118,
CCCM-SO2401-0975,Bakal Fiin,,Bay,Baidoa,Baidoa · CA03,3.09131925,43.63109984,63,233,
CCCM-SO2401-0071,Bakal Gaduud,,Bay,Baidoa,Baidoa · CA01,3.0852037,43.626495,50,199,
CCCM-SO2401-0976,Bakal Rooble,,Bay,Baidoa,Baidoa · CA03,3.08845603,43.62921474,39,148,
CCCM-SO2401-0712,Bakal Sheli,,Bay,Baidoa,Baidoa · CA07,3.1447211,43.6313686,99,472,
CCCM-SO2401-0072,Bakalasheeg,,Bay,Baidoa,Baidoa · CA17,3.1031833,43.6623,73,291,
CCCM-SO2401-0700,Bakale,,Bay,Baidoa,,3.2078858,43.1983381,178,1246,
CCCM-SO2401-0073,Bakaley,,Bay,Baidoa,Baidoa · CA01,3.0739599,43.6188026,156,644,
CCCM-SO2401-0977,Bakaley,,Bay,Baidoa,Baidoa · CA11,3.15372576,43.67848574,96,394,
CCCM-SO2401-0978,Bakaley Iyo Balodka,,Bay,Baidoa,Baidoa · CA17,3.10307952,43.66071832,60,247,
CCCM-SO2401-0077,Bakaro,,Bay,Baidoa,,3.2064478,43.2010241,228,1596,
CCCM-SO2401-1321,Bakool,,Bay,Baidoa,,3.2164482,43.202712,195,665,
CCCM-SO2401-0078,Bakool-1,,Bay,Baidoa,Baidoa · CA14,3.1307732,43.6772304,150,900,
CCCM-SO2401-0713,Balad Amar,,Bay,Baidoa,Baidoa · CA02,3.0915058,43.6253639,160,960,
CCCM-SO2401-0080,Baladul Amin,,Bay,Baidoa,,3.2129157,43.1873579,215,1505,
CCCM-SO2401-0979,Balanbaale,,Bay,Baidoa,Baidoa · CA08,3.144576,43.6375812,94,414,
CCCM-SO2401-0082,Balanbasha,,Bay,Baidoa,Baidoa · CA02,3.0922399,43.6254387,145,870,
CCCM-SO2401-1281,Balbali,,Bay,Baidoa,Baidoa · CA13,3.140974772727272,43.66650226909092,55,224,
CCCM-SO2401-0980,Balow Ayle,,Bay,Baidoa,Baidoa · CA17,3.1019677,43.6593175,77,302,
CCCM-SO2401-0916,Balow Kai,,Bay,Baidoa,Baidoa · CA01,3.086517,43.6252774,102,463,
CCCM-SO2401-0981,Bamburaale,,Bay,Baidoa,Baidoa · CA15,3.12776978,43.67436666,94,380,
CCCM-SO2401-0982,Ban Ade,,Bay,Baidoa,Baidoa · CA09,3.13415641,43.65780736,41,165,
CCCM-SO2401-0092,Ban Busul,,Bay,Baidoa,Baidoa · CA12,3.1408996,43.6728984,104,466,
CCCM-SO2401-0983,Ban Mundule,,Bay,Baidoa,Baidoa · CA17,3.10399566,43.66015491,49,202,
CCCM-SO2401-0087,Ban Sadiiq,,Bay,Baidoa,Baidoa · CA15,3.1259393,43.6744035,80,319,
CCCM-SO2401-0984,Bana Jawarey,,Bay,Baidoa,Baidoa · CA01,3.08283714,43.62017135,60,244,
CCCM-SO2401-0089,Banaadir,,Bay,Baidoa,Baidoa · CA01,3.0736494,43.6158048,114,468,
CCCM-SO2401-0985,Banaadir,,Bay,Baidoa,Baidoa · CA11,3.1555817,43.67698328,74,303,
CCCM-SO2401-0882,Banbaara,,Bay,Baidoa,Baidoa · CA10,3.149055558333333,43.664887535,64,246,
CCCM-SO2401-1310,Banbaari,,Bay,Baidoa,Baidoa · CA12,3.1385919,43.6774001,64,248,
CCCM-SO2401-0090,Banban,,Bay,Baidoa,Baidoa · CA01,3.0861953,43.6273635,94,375,
